id,orginal_title_2,year_2,meterScore,meterClass
38879,Les plages d'Agnès,2008,96,certified_fresh
17335,Obsessed,2009,19,rotten
13836,Race to Witch Mountain,2009,43,rotten
20071,Pagafantas,2009,-2,-2
13730,La Boîte noire,2005,-1,-1
15438,Mes stars et moi,2008,-2,-2
18126,Hannah Montana: The Movie,2009,43,rotten
14869,G.I. Joe: The Rise of Cobra,2009,34,rotten
14415,Séraphine,2008,-1,-1
30250,Cold Souls,2009,75,certified_fresh
121895,Daddy Nostalgie,1990,-1,-1
17134,12 Rounds,2009,30,rotten
50719,"Silent Night, Deadly Night Part 2",1987,14,rotten
105703,風櫃來的人,1983,-1,-1
176650,兒子的大玩偶,1983,-1,-1
17199,La Moitié gauche du frigo,2000,-2,-2
20153,Where Danger Lives,1950,-2,-2
20777,The Killing Room,2009,71,fresh
54982,Introducing Dorothy Dandridge,1999,83,fresh
92989,冬冬的假期,1984,-1,-1
45999,童年童年,1985,-1,-1
18908,Den eneste ene,1999,-2,-2
31067,Fail Safe,2000,100,fresh
39286,Four Last Songs,2007,-1,-1
13752,Max Manus,2008,-1,-1
22600,Jerusalema,2008,-1,-1
99657,Julianes Sturz in den Dschungel,2000,-2,-2
40797,The Trail Beyond,1934,-2,-2
40743,Winds of the Wasteland,1936,-2,-2
17285,Kill Buljo,2007,-2,-2
12407,Stone of Destiny,2008,53,rotten
97252,Okie Noodling,2001,-2,-2
18440,Days of Darkness,2007,-2,-2
22602,Randy Rides Alone,1934,-2,-2
40799,West of the Divide,1934,-2,-2
40071,Schatjes!,1984,-2,-2
19422,Lost in Austen,2008,-1,-1
31670,Je suis né d'une cigogne,1999,-1,-1
38107,The Star Packer,1934,-2,-2
15137,ヱヴァンゲリヲン新劇場版：序,2007,-1,-1
37047,ラブひな クリスマススペシャル ～サイレント・イヴ～,2000,-1,-1
66949,Molière,1978,-1,-1
77285,浮雲,1955,-1,-1
64728,Minato no nihon musume,1933,-2,-2
11115,Deal,2008,3,rotten
22795,Doing Time on Maple Drive,1992,-2,-2
21878,La Linea,2008,-2,-2
18585,The Ramen Girl,2008,-2,-2
19905,"The Goods: Live Hard, Sell Hard",2009,27,rotten
22051,Adam,2009,-1,-1
25902,Csak szex és más semmi,2005,-1,-1
16634,Alien Trespass,2009,36,rotten
58421,Ignition,2002,-1,-1
56264,Dillinger and Capone,1995,-2,-2
31913,"Next Stop, Greenwich Village",1976,80,fresh
14940,Gigantic,2008,-1,-1
24420,The Time Traveler's Wife,2009,38,rotten
13797,Feast II: Sloppy Seconds,2008,-2,-2
12605,Katze im Sack,2005,-1,-1
128856,Mitfahrer – Jede Begegnung ist eine Chance,2004,-1,-1
145066,Waterland,1992,53,rotten
31216,I Can't Think Straight,2008,16,rotten
19556,Miss March,2009,5,rotten
23367,Bandslam,2009,82,certified_fresh
49982,悲情城市,1989,-1,-1
45852,Harvard Beats Yale 29-29,2008,92,fresh
24999,The Great Happiness Space: Tale of an Osaka Love Thief,2006,-2,-2
16710,Meet the Browns,2008,33,rotten
19840,"I Love You, Beth Cooper",2009,13,rotten
25047,Le Deuxième Souffle,1966,100,fresh
33199,후회하지 않아,2006,-1,-1
22025,Detroit Metal City,2008,-2,-2
99599,尼羅河女兒,1987,-1,-1
25183,Paper Heart,2009,60,fresh
19170,Mystery Street,1950,-2,-2
14745,The Haunting of Molly Hartley,2008,2,rotten
19585,G-Force,2009,22,rotten
41682,Christopher Columbus: The Discovery,1992,7,rotten
17336,Fighting,2009,-1,-1
11928,Tetro,2009,71,fresh
98289,Seven Waves Away,1957,-2,-2
99600,好男好女,1995,-1,-1
18281,Side Street,1950,83,fresh
8895,Adoration,2008,63,fresh
18533,Bronson,2008,-1,-1
30319,Feel The Noise,2007,11,rotten
18820,I Really Hate My Job,2007,-2,-2
85097,The Matador,2008,73,fresh
164741,Little Richard,2000,-2,-2
12839,The Curiosity of Chance,2006,-2,-2
15775,If Only,2004,-2,-2
44655,Susana,1951,-1,-1
43384,Vengeance Valley,1951,100,fresh
46351,Great Guy,1936,-1,-1
38662,The Hurricane Express,1932,-2,-2
18032,The Secret of Moonacre,2008,23,rotten
677,Olympia - Fest der Völker,1938,-1,-1
685,Olympia - Fest der Schönheit,1938,-1,-1
92011,Assault on Devil's Island,1997,-2,-2
154430,Kaksipäisen kotkan varjossa,2005,-2,-2
49835,Cinematographer Style,2006,-2,-2
18759,The Cell 2,2009,-1,-1
106028,Summer School,2006,-2,-2
87683,Krakatoa: The Last Days,2006,-2,-2
42638,Queen Kelly,1929,100,fresh
18568,Un uomo da rispettare,1972,-1,-1
33314,Nora Roberts' Midnight Bayou,2009,-1,-1
21657,Northern Lights,2009,-2,-2
8899,Le Silence de Lorna,2008,-1,-1
20778,Le Doulos,1963,-1,-1
22492,It Might Get Loud,2009,79,certified_fresh
17153,Botched,2007,-1,-1
21236,Lonely Street,2009,-1,-1
35059,High Noon,2009,-1,-1
43878,Partie de campagne,1936,100,fresh
29967,Moonfleet,1955,69,fresh
68692,7 Women,1966,100,fresh
15641,Vacancy 2: The First Cut,2008,-1,-1
21955,The Pom Pom Girls,1976,-2,-2
43303,Nora Roberts' Tribute,2009,-1,-1
25704,Post Grad,2009,8,rotten
21371,Goodbye Solo,2008,-1,-1
23115,Long John Silver,1954,-1,-1
41427,Questo piccolo grande amore,2009,-2,-2
184781,Voices,1979,-1,-1
36108,Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,2007,-1,-1
23049,My Life in Ruins,2009,10,rotten
26914,Troll 2,1990,5,rotten
121655,London,1994,-1,-1
15457,Faubourg 36,2008,-1,-1
758,Murder Ahoy,1964,-2,-2
43734,Witch Hunt,2008,-1,-1
41496,A Dog Year,2009,-2,-2
12410,Good,2008,-1,-1
45458,Les Amours d'Astrée et de Céladon,2007,-1,-1
64544,L'ami de mon amie,1987,100,fresh
26320,Taking Woodstock,2009,48,rotten
41127,Norma Jean & Marilyn,1996,60,fresh
35203,If These Walls Could Talk,1996,88,fresh
34869,Груз 200,2007,-1,-1
24150,Halloween II,2009,21,rotten
65990,Meteor,2009,-2,-2
60216,Five Graves to Cairo,1943,100,fresh
21336,The Dark Corner,1946,100,fresh
35044,Full Body Massage,1995,-2,-2
2861,Le beau mariage,1982,92,fresh
23451,Videocracy,2009,67,fresh
25376,El secreto de sus ojos,2009,-1,-1
59314,The Day After Trinity,1981,-2,-2
12244,9,2009,57,rotten
58450,Cosmonauta,2009,-2,-2
5060,Carry On Screaming,1966,67,fresh
15809,Green Street Hooligans 2,2009,-2,-2
29914,Randy & the Mob,2007,56,rotten
52710,Détective,1985,91,fresh
140887,The Three Musketeers,1933,-1,-1
40979,Seven Sinners,1940,-2,-2
22494,Frequently Asked Questions About Time Travel,2009,38,rotten
37903,Das weisse Band,2009,86,certified_fresh
227370,Kahlekuningas,2002,-2,-2
17899,Mentiras y gordas,2009,-2,-2
18120,Fuga de Cerebros,2009,-2,-2
106006,Living with Michael Jackson: A Tonight Special,2003,-1,-1
17445,Green Lantern: First Flight,2009,50,rotten
63581,Louis Theroux: The Most Hated Family in America,2007,-1,-1
23736,Lies & Illusions,2009,-2,-2
19898,Pandorum,2009,30,rotten
20171,Paraiso Travel,2009,-1,-1
21700,Airbag,1997,-2,-2
57412,Peter Ibbetson,1935,-2,-2
72083,Muerte de un ciclista,1955,-1,-1
17046,Skellig,2009,-2,-2
6309,Flood,2007,-2,-2
10313,The Men Who Stare at Goats,2009,50,rotten
20715,Immigrants (L.A. Dolce Vita),2008,-1,-1
17632,The Hunt for Gollum,2009,-2,-2
31936,"¡Bienvenido, Míster Marshall!",1953,-1,-1
40954,Beast from Haunted Cave,1959,-2,-2
8071,Tout Va Bien,1972,-1,-1
43255,赤線地帯,1956,-1,-1
42225,Padre padrone,1977,75,fresh
689,Ο θίασος,1975,-1,-1
22774,Valentino: The Last Emperor,2009,77,certified_fresh
53430,The Pilgrim,1923,-2,-2
32317,Le million,1931,100,fresh
47576,Memorias del subdesarrollo,1968,-1,-1
2979,Return of the Ghostbusters,2007,-2,-2
17618,Laid to Rest,2009,-2,-2
19994,Jennifer's Body,2009,45,rotten
11323,The Informant!,2009,79,certified_fresh
42762,Hillsborough,1996,-2,-2
3511,The Broken,2008,-1,-1
37317,The Tall Men,1955,83,fresh
25900,Tension,1949,-2,-2
29134,Amreeka,2009,87,certified_fresh
12569,Extract,2009,62,fresh
19912,The Final Destination,2009,28,rotten
18501,Gamer,2009,30,rotten
22794,Cloudy with a Chance of Meatballs,2009,86,certified_fresh
279606,Radio Inside,1994,-2,-2
26367,I Can Do Bad All By Myself,2009,61,fresh
43757,The Silver Stallion,1993,-2,-2
23253,Mr. Robinson Crusoe,1932,-2,-2
114618,The Wreck of the Mary Deare,1959,-2,-2
18570,"Food, Inc.",2008,-1,-1
36703,Beeswax,2009,74,fresh
46768,Beatrice Cenci,1969,-1,-1
18724,Attack of the 50 Foot Woman,1958,75,fresh
22536,박쥐,2009,-1,-1
16873,Battle for Terra,2007,-1,-1
22326,Kielletty hedelmä,2009,-2,-2
25643,Love Happens,2009,16,rotten
29963,Bright Star,2009,83,certified_fresh
30685,Blood Creek,2009,43,rotten
25549,Split Second,1953,-2,-2
63615,Un buen hombre,2009,-1,-1
26009,Scandal Sheet,1952,100,fresh
26500,Sof Ha'Olam Smola,2004,-1,-1
35113,I Want You,1998,67,fresh
40225,La confiance règne,2004,-2,-2
17455,Hellraiser: Deader,2005,14,rotten
12699,Hellraiser: Hellworld,2005,17,rotten
25532,Crónica de una fuga,2006,-1,-1
23827,Paranormal Activity,2007,-1,-1
14579,Lake City,2008,12,rotten
185591,L'aigle à deux têtes,1948,-1,-1
28299,"Forever, Darling",1956,-2,-2
16194,Not Quite Hollywood,2008,95,certified_fresh
62396,3 Ring Circus,1954,-2,-2
18974,The 3 Worlds of Gulliver,1960,83,fresh
64450,Kinatay,2009,71,fresh
44208,Angel,1937,-1,-1
19136,Hellzapoppin',1941,-2,-2
25112,Ballast,2008,92,certified_fresh
28051,5 bambole per la luna d'agosto,1970,-2,-2
20178,World's Greatest Dad,2009,88,certified_fresh
67612,Deus e o Diabo na Terra do Sol,1964,100,fresh
25050,歩いても 歩いても,2008,-1,-1
43360,Le Plaisir,1952,-1,-1
41053,Pyaasa,1957,100,fresh
54563,"Muriel, ou le Temps d'un retour",1963,85,fresh
76636,Xala,1975,88,fresh
22074,Capitalism: A Love Story,2009,74,certified_fresh
91262,Le sang des bêtes,1949,-1,-1
38670,Un esercito di cinque uomini,1969,-1,-1
22717,वांटेड,2009,-1,-1
23128,The Cove,2009,95,certified_fresh
12573,A Serious Man,2009,90,certified_fresh
28053,City Island,2009,-1,-1
24869,Ink,2009,39,rotten
90056,Mest kinematograficheskogo operatora (Cameraman's Revenge),1912,-2,-2
126597,Do pivince,1983,-1,-1
24561,ヤッターマン,2009,-1,-1
36800,Metropia,2009,-1,-1
14476,Clubbed,2008,-1,-1
104275,"Kyvadlo, jáma a nadeje",1984,-1,-1
21398,Grace,2009,-1,-1
23127,The Haunted World of El Superbeasto,2009,40,rotten
39506,春婦伝,1965,-1,-1
23202,Trick 'r Treat,2007,81,fresh
24001,The Hills Run Red,2009,57,rotten
22798,Whip It,2009,84,certified_fresh
23082,The Invention of Lying,2009,56,rotten
62635,Unmistaken Child,2009,81,fresh
61524,A-Haunting We Will Go,1942,-2,-2
19959,Surrogates,2009,37,rotten
18065,Next Day Air,2009,21,rotten
19908,Zombieland,2009,89,certified_fresh
28665,Fame,2009,24,rotten
23044,The September Issue,2009,83,certified_fresh
54191,Paris Trout,1991,-2,-2
18176,Assassination of a High School President,2008,50,rotten
23532,How to Be a Serial Killer,2008,-1,-1
46068,Bud Abbott and Lou Costello in Hollywood,1945,-1,-1
33474,Abbott and Costello in the Foreign Legion,1950,-2,-2
26688,Sorority Row,2009,25,rotten
22787,Whiteout,2009,7,rotten
4786,Rudo y Cursi,2008,-1,-1
24684,An Education,2009,94,certified_fresh
77246,David and Lisa,1998,-2,-2
63795,Abbott and Costello Meet Captain Kidd,1952,-2,-2
63978,La vie est un roman,1983,-1,-1
11156,Coco avant Chanel,2009,-1,-1
74469,The Story of Louis Pasteur,1936,100,fresh
44054,The Killing of John Lennon,2007,-1,-1
26763,Burma VJ: Reporter i et lukket land,2008,97,certified_fresh
99189,Werner Herzog Eats His Shoe,1980,-1,-1
18710,Capone,1975,-2,-2
33476,Abbott and Costello Meet the Keystone Kops,1955,-2,-2
19899,Couples Retreat,2009,10,rotten
23706,All About Steve,2009,6,rotten
142084,Hiroshima,2009,-1,-1
39488,Gigante,2009,36,rotten
106254,Konets Sankt-Peterburga,1927,-1,-1
11807,Jab We Met,2007,-2,-2
17622,Fifty Dead Men Walking,2008,83,certified_fresh
60773,La Baie des Anges,1963,-1,-1
885,The Docks of New York,1928,100,fresh
126136,Our Daily Bread,1934,85,fresh
23966,Deadgirl,2008,29,rotten
188858,Lo que sé de Lola,2006,-2,-2
48214,Das fidele Gefängnis,1917,-1,-1
44685,ラブひな 春スペシャル ～キミサクラチルナカレ!!～,2001,-1,-1
92990,黃土地,1984,-1,-1
43902,Cleopatra,1934,-1,-1
43850,The Divorce of Lady X,1938,-2,-2
33857,Bye-Bye Bin Laden,,-2,-2
/fp3IK2R1zww31UoBoKwZ1f1OcRl.jpg,2009-01-01,,-1,-1
33380,Gayniggers from Outer Space,1992,-2,-2
70569,The Windmill Movie,2008,-1,-1
21910,I Sell The Dead,2008,72,certified_fresh
4734,Van Gogh,1991,-1,-1
42678,The Shanghai Gesture,1941,-1,-1
44334,The Tales of Hoffmann,1951,86,fresh
16523,Where the Wild Things Are,2009,73,fresh
46931,Georg,2007,18,rotten
1686,Chelsea Girls,1966,50,rotten
67062,Terra em Transe,1967,-2,-2
59239,মেঘে ঢাকা তারা,1960,-1,-1
85927,India Song,1975,-2,-2
63107,¡Que Viva México! - Да здравствует Мексика!,1979,-1,-1
29124,Get Thrashed,2006,-2,-2
44630,Aces High,1976,-2,-2
53423,Shoulder Arms,1918,-2,-2
37340,The Man Who Watched Trains Go By,1952,-1,-1
38702,Reckless,1984,0,rotten
43990,Lost Angels,1989,-2,-2
18214,Black Eagle,1988,-2,-2
3513,Legionnaire,1998,29,rotten
19837,Beer Wars,2009,67,fresh
25132,Shorts,2009,46,rotten
12572,"New York, I Love You",2008,-1,-1
22803,Law Abiding Citizen,2009,26,rotten
32563,The Flame and the Arrow,1950,100,fresh
52941,"I, Monster",1971,-2,-2
180576,Rich in Love,1992,-1,-1
33806,De helaasheid der dingen,2009,-1,-1
50936,戰神傳說,1992,-1,-1
8915,Amelia,2009,20,rotten
19904,The Stepfather,2009,11,rotten
120518,See You in the Morning,1989,55,rotten
24238,Mary and Max,2009,95,certified_fresh
19918,Spread,2009,21,rotten
24056,The Tournament,2009,-2,-2
23512,The Boys Are Back,2009,73,fresh
31189,Cairo Time,2009,-1,-1
54154,Dio è con noi,1970,-1,-1
85763,The 7th Dawn,1964,-2,-2
37637,There's Always Tomorrow,1956,83,fresh
94663,Szegénylegények,1966,-1,-1
69912,La Prise de Pouvoir Par Louis XIV,1966,-1,-1
51619,The Sound Barrier,1952,80,fresh
21058,Xiao cheng zhi chun,1948,-1,-1
30506,The Princess and the Pirate,1944,-2,-2
97029,Ceddo,1977,67,fresh
71041,Der Tiger von Eschnapur,1959,-1,-1
98914,Мать,1926,-1,-1
89681,La hora de los hornos,1968,-1,-1
42788,Prima della rivoluzione,1964,-1,-1
8926,Afterschool,2008,80,certified_fresh
16398,Dragonquest,2009,-2,-2
24392,The Dark Lurking,2010,-1,-1
2973,Аэлита,1924,-1,-1
32928,Neobychainye priklyucheniya mistera Vesta,1924,-2,-2
22947,Up in the Air,2009,91,certified_fresh
141640,David Copperfield,2001,-1,-1
168607,Expo Magic of the White City,2005,-2,-2
13558,H.H. Holmes: America's First Serial Killer,2004,75,fresh
105419,El crimen de Cuenca,1980,-1,-1
47430,Korczak,1990,-2,-2
34631,You're Gonna Miss Me: A Film About Roky Erickson,2007,-1,-1
234937,Forever,2006,-1,-1
19035,Možnosti dialogu,1983,-2,-2
56619,Tma/Svetlo/Tma,1989,-1,-1
26191,35 Rhums,2009,-1,-1
23173,Tormented,2009,69,fresh
53985,Mutant Pumpkins from Outer Space,2009,-2,-2
49167,"Ali Zaoua, prince de la rue",2000,73,fresh
39306,The 13th Letter,1951,86,fresh
71171,23 Paces to Baker Street,1956,-2,-2
84089,"Maradona, la mano di Dio",2007,-2,-2
31021,Komornik,2005,-2,-2
173171,Nie ma róży bez ognia,1974,-1,-1
44338,Balance,1989,-2,-2
36577,吸血少女対少女フランケン,2009,-1,-1
22447,Is Anybody There?,2009,65,fresh
43893,Les Misérables,1935,83,fresh
65403,Vital Signs,1990,50,rotten
22804,Saw VI,2009,39,rotten
13576,Michael Jackson's This Is It,2009,81,certified_fresh
28422,愛のむきだし,2008,-1,-1
108021,A Dangerous Woman,1993,50,rotten
94653,Twilight of the Ice Nymphs,1997,-1,-1
1697,Wer früher stirbt ist länger tot,2006,-1,-1
36949,99 River Street,1953,100,fresh
38680,40 Guns to Apache Pass,1967,-2,-2
24418,Cirque du Freak: The Vampire's Assistant,2009,38,rotten
22821,The Boondock Saints II: All Saints Day,2009,23,rotten
22800,Good Hair,2009,95,certified_fresh
24804,Black Dynamite,2009,83,certified_fresh
29150,Big Fan,2009,86,certified_fresh
14968,웰컴 투 동막골,2005,-1,-1
38065,Salvage,2006,38,rotten
16577,Astro Boy,2009,50,rotten
61647,One Hundred Men and a Girl,1937,88,fresh
37767,Un sacco bello,1980,-2,-2
22820,Gentlemen Broncos,2009,19,rotten
10315,Fantastic Mr. Fox,2009,93,certified_fresh
30431,Creation,2009,-1,-1
197552,Between the Devil and the Deep Blue Sea,1995,-2,-2
38984,Coco Chanel & Igor Stravinsky,2009,-1,-1
36278,Top Dog,1995,-1,-1
54648,The Pebble and the Penguin,1995,10,rotten
32834,MVP: Most Valuable Primate,2000,20,rotten
14834,Not Easily Broken,2009,31,rotten
53263,Price of Glory,2000,33,rotten
51317,Plácido,1961,100,fresh
70555,Das Indische Grabmal,1959,88,fresh
63401,L'amour fou,1969,91,fresh
84273,Потомок Чингисхана,1928,-1,-1
82040,Most,2003,-1,-1
85715,Арсенал,1929,-1,-1
836,Vidas secas,1963,-2,-2
17979,A Christmas Carol,2009,52,rotten
43370,The Lusty Men,1952,100,fresh
113520,The Hart of London,1970,-2,-2
94638,Окраина,1933,-1,-1
84656,Fires Were Started,1943,-2,-2
105077,Battlestar Galactica: The Plan,2009,-2,-2
95600,Chronik der Anna Magdalena Bach,1968,-1,-1
84772,Hell's Hinges,1916,-2,-2
106537,Michael Jackson: Life of a Superstar,2008,-1,-1
53767,Kaagaz Ke Phool,1959,-1,-1
18930,Murder by Contract,1958,100,fresh
4475,The Private Lives of Pippa Lee,2009,69,fresh
24565,Unser täglich Brot,2006,94,fresh
108200,The Doctor Takes a Wife,1940,-2,-2
77121,A Night to Remember,1942,-2,-2
52048,Last Stop for Paul,2006,69,fresh
75804,The Toll of the Sea,1922,-2,-2
24480,Partly Cloudy,2009,-2,-2
37060,Das Rad,2003,-2,-2
176273,The Chechahcos,1924,-1,-1
19851,Grey Gardens,2009,88,fresh
24293,Goemon,2009,-2,-2
14161,2012,2009,39,rotten
22825,The Box,2009,44,rotten
8088,Los abrazos rotos,2009,-1,-1
70805,Sunday,1997,-1,-1
21581,"Dédé, à travers les brumes",2009,-1,-1
22824,The Fourth Kind,2009,18,rotten
25793,Precious,2009,92,certified_fresh
23189,The Undercover Man,1949,-2,-2
11699,The Bad Lieutenant: Port of Call - New Orleans,2009,85,certified_fresh
18239,The Twilight Saga: New Moon,2009,28,rotten
17774,Derailed,2002,0,rotten
28089,The Messenger,2009,90,certified_fresh
14859,Keith,2008,-2,-2
7860,Etz Limon,2008,-1,-1
22832,Ninja Assassin,2009,26,rotten
32511,"Polițist, adjectiv",2009,-1,-1
14172,Wake of Death,2004,-2,-2
19167,Second In Command,2006,-2,-2
121088,Efectos secundarios,2006,-2,-2
73501,A Plumm Summer,2007,-1,-1
2261,Wattstax,1973,-1,-1
9924,The Hard Corps,2006,-2,-2
30231,Oxford Blues,1984,-2,-2
33273,Celda 211,2009,98,certified_fresh
33035,A Film with Me in It,2008,62,fresh
55628,The Last Remake of Beau Geste,1977,45,rotten
112687,Doomwatch,1972,-1,-1
20411,Until Death,2007,-2,-2
71329,Yeelen,1987,90,fresh
32543,La kermesse héroïque,,-1,-1
[],0,,-2,-2
54966,Pakeezah,1972,-1,-1
91426,楊貴妃,1955,-1,-1
6058,The Patriot,1998,-1,-1
31002,Ticker,2001,-2,-2
34003,Turtles Forever,2009,-2,-2
25472,Merry Madagascar,2009,-2,-2
7445,Brothers,2009,-1,-1
23269,Naisenkuvia,1970,-1,-1
411456,Yhdeksän tapaa lähestyä Helsinkiä,1982,-1,-1
47466,A Légy,1980,-1,-1
109175,Summer of the Monkeys,1998,-2,-2
153118,L'homme sans ombre,2004,-1,-1
18595,Garage,2007,-2,-2
53516,"Billy Blazes, Esq.",1919,-2,-2
27258,Home Movie,2008,-2,-2
20764,Sleep Dealer,2008,-1,-1
25467,Before I Self Destruct,2009,-1,-1
161094,Hoop Reality,2007,-1,-1
267523,Printed Rainbow,2006,-1,-1
22881,The Blind Side,2009,66,fresh
93743,Счастье,1935,-1,-1
97035,Une histoire de vent,1988,-2,-2
88276,Zorns Lemma,1970,-2,-2
94466,Gishiki,1971,-2,-2
99875,Un chapeau de paille d'Italie,1928,-2,-2
126863,"Tom, Tom, the Piper's Son",1969,-2,-2
58435,Hitler - Ein Film aus Deutschland,1977,-1,-1
1284,Torrente 2: Misión en Marbella,2001,-1,-1
19116,Asylum,2008,-1,-1
25716,クローズ ZERO II,2009,-1,-1
36106,True Heart Susie,1919,71,fresh
90041,La Région Centrale,1971,-1,-1
104776,Anatahan,1953,-1,-1
8353,Limite,1931,-1,-1
15400,Mickey's Once Upon a Christmas,1999,40,rotten
22640,Shrink,2009,27,rotten
22949,Old Dogs,2009,5,rotten
36272,Out of Reach,2004,-2,-2
16866,Planet 51,2009,23,rotten
12404,Me and Orson Welles,2009,85,certified_fresh
23951,Objectified,2009,81,fresh
30238,Earthlings,2005,-2,-2
29406,Trucker,2008,-1,-1
34653,A Single Man,2009,85,certified_fresh
14452,Kill Switch,2008,-2,-2
18472,Driven To Kill,2009,-2,-2
51284,Морфий,2008,-1,-1
7980,The Lovely Bones,2009,32,rotten
22954,Invictus,2009,77,certified_fresh
2143,Carla's Song,1996,-1,-1
10198,The Princess and the Frog,2009,85,certified_fresh
26171,Everybody's Fine,2009,48,rotten
32634,Two Rode Together,1961,83,fresh
4597,Armored,2009,40,rotten
37190,Transylmania,2009,0,rotten
31909,Invaders from Mars,1986,33,rotten
62131,Link,1986,29,rotten
20606,Doghouse,2009,48,rotten
139212,Katastrofin aineksia,2008,-1,-1
57654,Munyurangabo,2007,-1,-1
18175,The Art of Travel,2008,63,fresh
88067,Cover-Up,1991,-1,-1
30526,Pentathlon,1994,-2,-2
347,Menschen am Sonntag,1930,100,fresh
35867,অরণ্যের দিনরাত্রি,1970,-1,-1
64414,Le Signe du lion,1962,-1,-1
83491,Мой друг Иван Лапшин,1984,-1,-1
56800,Judex,1963,90,fresh
38759,Gösta Berlings saga,1924,-1,-1
28392,Moonrise,1948,100,fresh
92432,Vaghe stelle dell'Orsa...,1965,100,fresh
45987,新平家物語,1955,-1,-1
55261,Hidden Assassin,1995,-1,-1
27719,The Peacekeeper,1998,-1,-1
42836,Kameradschaft,1931,89,fresh
101382,Utamaro o meguru gonin no onna,1946,-1,-1
47122,Flaming Creatures,1963,-2,-2
89785,Abschied von gestern,1966,-2,-2
129417,Детство Горького,1938,-1,-1
53161,White Shadows in the South Seas,1928,-2,-2
47046,สุดเสน่หา,2002,-2,-2
82404,Juventude Em Marcha,2006,90,fresh
128846,Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht,1965,-1,-1
63764,Le diable au corps,1947,-2,-2
148597,Hai zi wang,1987,-1,-1
46886,Disko ja tuumasõda,2009,-1,-1
129303,Pas de Deux,1968,-2,-2
24438,Did You Hear About the Morgans?,2009,11,rotten
174598,Snow White,1916,-1,-1
60639,達摩密宗血神飄,1977,-1,-1
125512,Dinosaurs!  A Fun-Filled Trip Back In Time,1987,-1,-1
14704,Donkey Xote,2007,-2,-2
100122,El arte de morir,2000,-2,-2
48496,Tango,1981,-1,-1
33052,My Sister Eileen,1942,80,fresh
140281,She Wouldn't Say Yes,1945,-2,-2
26032,Make the Yuletide Gay,2009,40,rotten
29697,Faith Like Potatoes,2006,-2,-2
16576,Cheeni Kum,2007,-2,-2
272772,How 2 Build A Rapper,2008,-2,-2
19197,Mum & Dad,2008,78,fresh
23947,Nasty Old People,2009,-2,-2
25968,Veronika Decides to Die,2009,-1,-1
61872,Alice,2009,-1,-1
32615,The Offence,1973,71,fresh
19995,Avatar,2009,82,certified_fresh
10197,Nine,2009,57,rotten
9650,Hard Luck,2007,-1,-1
64481,La Chambre des Officiers,2001,-1,-1
